법령일련번호,현행연혁코드,법령명한글,법령약칭명,법령ID,공포일자,공포번호,제개정구분명,소관부처코드,소관부처명,법령구분명,시행일자,자법타법여부,법령상세링크,공백제거법령명
231983,현행,공문서에 대한 아포스티유 및 본부영사확인서 발급에 관한 규정 시행규칙,NaN,14073,20210427,93,제정,1262000 1270000,"법무부,외교부",외교부령,20210428,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=231983&type=HTML&mobileYn=&efYd=20210428,공문서에대한아포스티유및본부영사확인서발급에관한규정시행규칙
230205,현행,공사중단 장기방치 건축물의 정비 등에 관한 특별조치법,방치건축물정비법,11858,20210316,17941,일부개정,1613000,국토교통부,법률,20220317,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=230205&type=HTML&mobileYn=&efYd=20220317,공사중단장기방치건축물의정비등에관한특별조치법
241153,현행,공사중단 장기방치 건축물의 정비 등에 관한 특별조치법 시행령,방치건축물정비법시행령,12043,20220315,32540,일부개정,1613000,국토교통부,대통령령,20220317,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241153&type=HTML&mobileYn=&efYd=20220317,공사중단장기방치건축물의정비등에관한특별조치법시행령
241457,현행,공사중단 장기방치 건축물의 정비 등에 관한 특별조치법 시행규칙,방치건축물정비법시행규칙,12044,20220317,1116,일부개정,1613000,국토교통부,국토교통부령,20220317,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241457&type=HTML&mobileYn=&efYd=20220317,공사중단장기방치건축물의정비등에관한특별조치법시행규칙
129262,현행,공사채 등록법 시행규칙,NaN,6326,20121018,997,일부개정,1160100,금융위원회,총리령,20121018,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=129262&type=HTML&mobileYn=&efYd=20121018,공사채등록법시행규칙
35068,현행,공소보류자관찰규칙,NaN,6329,19690823,163,전부개정,1270000,법무부,법무부령,19690823,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=35068&type=HTML&mobileYn=&efYd=19690823,공소보류자관찰규칙
239463,현행,공연법,NaN,1613,20220118,18758,일부개정,1371000,문화체육관광부,법률,20220118,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=239463&type=HTML&mobileYn=&efYd=20220118,공연법
241203,현행,공연법 시행령,NaN,2357,20220308,32528,타법개정,1371000,문화체육관광부,대통령령,20220308,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241203&type=HTML&mobileYn=&efYd=20220308,공연법시행령
210691,현행,공연법 시행규칙,NaN,6338,20191007,371,타법개정,1371000,문화체육관광부,문화체육관광부령,20191007,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=210691&type=HTML&mobileYn=&efYd=20191007,공연법시행규칙
171102,현행,공예문화산업 진흥법,NaN,12292,20150518,13299,제정,1371000,문화체육관광부,법률,20151119,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=171102&type=HTML&mobileYn=&efYd=20151119,공예문화산업진흥법
240477,현행,공예문화산업 진흥법 시행령,NaN,12377,20220217,32447,타법개정,1371000,문화체육관광부,대통령령,20220218,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=240477&type=HTML&mobileYn=&efYd=20220218,공예문화산업진흥법시행령
176518,현행,공예문화산업 진흥법 시행규칙,NaN,12389,20151119,225,제정,1371000,문화체육관광부,문화체육관광부령,20151119,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=176518&type=HTML&mobileYn=&efYd=20151119,공예문화산업진흥법시행규칙
195576,현행,공용차량 관리 규정,NaN,2525,20170726,28211,타법개정,1741000,행정안전부,대통령령,20170726,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=195576&type=HTML&mobileYn=&efYd=20170726,공용차량관리규정
236961,현행,공유수면 관리 및 매립에 관한 법률,공유수면법,11186,20211130,18538,일부개정,1192000,해양수산부,법률,20220301,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=236961&type=HTML&mobileYn=&efYd=20220301,공유수면관리및매립에관한법률
241081,현행,공유수면 관리 및 매립에 관한 법률 시행령,공유수면법시행령,11293,20220228,32514,일부개정,1192000,해양수산부,대통령령,20220301,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241081&type=HTML&mobileYn=&efYd=20220301,공유수면관리및매립에관한법률시행령
239805,현행,공유수면 관리 및 매립에 관한 법률 시행규칙,공유수면법시행규칙,11295,20220120,529,타법개정,1192000,해양수산부,해양수산부령,20220120,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=239805&type=HTML&mobileYn=&efYd=20220120,공유수면관리및매립에관한법률시행규칙
231713,현행,공유재산 및 물품 관리법,공유재산법,10000,20210420,18086,일부개정,1741000,행정안전부,법률,20220421,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=231713&type=HTML&mobileYn=&efYd=20220421,공유재산및물품관리법
241899,현행,공유재산 및 물품 관리법 시행령,공유재산법시행령,10146,20220420,32601,일부개정,1741000,행정안전부,대통령령,20220421,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241899&type=HTML&mobileYn=&efYd=20220421,공유재산및물품관리법시행령
239597,현행,공유토지분할에 관한 특례법 시행령,공유토지분할법시행령,11613,20220121,32352,타법개정,1613000,국토교통부,대통령령,20220121,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=239597&type=HTML&mobileYn=&efYd=20220121,공유토지분할에관한특례법시행령
182009,현행,공익법무관에 관한 법률,공익법무관법,1283,20160329,14102,일부개정,1270000,법무부,법률,20160329,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=182009&type=HTML&mobileYn=&efYd=20160329,공익법무관에관한법률
194935,현행,공익법무관에 관한 법률 시행령,공익법무관법시행령,2364,20170724,28200,일부개정,1270000,법무부,대통령령,20180101,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=194935&type=HTML&mobileYn=&efYd=20180101,공익법무관에관한법률시행령
182360,현행,공익법무관에 관한 법률 시행규칙,공익법무관법시행규칙,6348,20160331,866,일부개정,1270000,법무부,법무부령,20160331,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=182360&type=HTML&mobileYn=&efYd=20160331,공익법무관에관한법률시행규칙
199494,현행,공익법인의 설립ㆍ운영에 관한 법률,공익법인법,1263,20171212,15149,일부개정,1270000,법무부,법률,20171212,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=199494&type=HTML&mobileYn=&efYd=20171212,공익법인의설립ㆍ운영에관한법률
227221,현행,공익법인의 설립ㆍ운영에 관한 법률 시행령,공익법인법시행령,2365,20210105,31380,타법개정,1270000,법무부,대통령령,20210105,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=227221&type=HTML&mobileYn=&efYd=20210105,공익법인의설립ㆍ운영에관한법률시행령
234031,현행,공익사업을 위한 토지 등의 취득 및 보상에 관한 법률,토지보상법,9295,20210720,18312,일부개정,1613000,국토교통부,법률,20211014,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=234031&type=HTML&mobileYn=&efYd=20211014,공익사업을위한토지등의취득및보상에관한법률
236809,현행,공익사업을 위한 토지 등의 취득 및 보상에 관한 법률 시행령,토지보상법시행령,9451,20211123,32150,일부개정,1613000,국토교통부,대통령령,20211123,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=236809&type=HTML&mobileYn=&efYd=20211123,공익사업을위한토지등의취득및보상에관한법률시행령
239831,현행,공익사업을 위한 토지 등의 취득 및 보상에 관한 법률 시행규칙,토지보상법시행규칙,9471,20220121,1099,타법개정,1613000,국토교통부,국토교통부령,20220121,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=239831&type=HTML&mobileYn=&efYd=20220121,공익사업을위한토지등의취득및보상에관한법률시행규칙
234739,현행,공익신고자 보호법,NaN,11358,20210817,18425,타법개정,1140100,국민권익위원회,법률,20220218,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=234739&type=HTML&mobileYn=&efYd=20220218,공익신고자보호법
238495,현행,공익신고자 보호법 시행령,NaN,11473,20211228,32274,타법개정,1140100,국민권익위원회,대통령령,20211230,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=238495&type=HTML&mobileYn=&efYd=20211230,공익신고자보호법시행령
198547,현행,공익신탁법,NaN,12018,20171031,15022,타법개정,1270000,법무부,법률,20181101,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=198547&type=HTML&mobileYn=&efYd=20181101,공익신탁법
169302,현행,공익신탁법 시행령,NaN,12261,20150317,26147,제정,1270000,법무부,대통령령,20150319,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=169302&type=HTML&mobileYn=&efYd=20150319,공익신탁법시행령
213555,현행,공인노무사법,NaN,134,20200129,16895,일부개정,1492000,고용노동부,법률,20200730,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=213555&type=HTML&mobileYn=&efYd=20200730,공인노무사법
240479,현행,공인노무사법 시행령,NaN,2366,20220217,32447,타법개정,1492000,고용노동부,대통령령,20220218,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=240479&type=HTML&mobileYn=&efYd=20220218,공인노무사법시행령
236287,현행,공인노무사법 시행규칙,NaN,6349,20211014,332,타법개정,1492000,고용노동부,고용노동부령,20211014,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=236287&type=HTML&mobileYn=&efYd=20211014,공인노무사법시행규칙
224983,현행,공인중개사법,NaN,1654,20201229,17799,타법개정,1613000,국토교통부,법률,20211230,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=224983&type=HTML&mobileYn=&efYd=20211230,공인중개사법
238663,현행,공인중개사법 시행령,NaN,3673,20211231,32306,일부개정,1613000,국토교통부,대통령령,20211231,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=238663&type=HTML&mobileYn=&efYd=20211231,공인중개사법시행령
239017,현행,공인중개사법 시행규칙,NaN,7292,20211231,936,일부개정,1613000,국토교통부,국토교통부령,20211231,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=239017&type=HTML&mobileYn=&efYd=20211231,공인중개사법시행규칙
194001,현행,공인중개사의 매수신청대리인 등록 등에 관한 규칙,NaN,10106,20170525,2740,일부개정,9740000,대법원,대법원규칙,20170525,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=194001&type=HTML&mobileYn=&efYd=20170525,공인중개사의매수신청대리인등록등에관한규칙
231749,현행,공인회계사법,NaN,1592,20210420,18114,일부개정,1160100,금융위원회,법률,20210721,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=231749&type=HTML&mobileYn=&efYd=20210721,공인회계사법
241829,현행,공인회계사법 시행령,NaN,2367,20220419,32600,일부개정,1160100,금융위원회,대통령령,20220419,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241829&type=HTML&mobileYn=&efYd=20220419,공인회계사법시행령
233685,현행,공인회계사법 시행규칙,NaN,6350,20210630,1712,타법개정,1160100,금융위원회,총리령,20210630,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=233685&type=HTML&mobileYn=&efYd=20210630,공인회계사법시행규칙
193055,현행,공장 및 광업재단 저당등기 규칙,NaN,5920,20170330,409,타법개정,9740000,대법원,국토교통부령,20170330,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=193055&type=HTML&mobileYn=&efYd=20170330,공장및광업재단저당등기규칙
136692,현행,공장 및 광업재단 저당법,공장저당법,1256,20130323,11690,타법개정,1270000,법무부,법률,20130323,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=136692&type=HTML&mobileYn=&efYd=20130323,공장및광업재단저당법
211643,현행,공적자금관리 특별법,공적자금관리법,9156,20191126,16652,타법개정,1160100,금융위원회,법률,20191126,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=211643&type=HTML&mobileYn=&efYd=20191126,공적자금관리특별법
240617,현행,공적자금관리 특별법 시행령,공적자금관리법시행령,9192,20220217,32449,타법개정,1160100,금융위원회,대통령령,20220218,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=240617&type=HTML&mobileYn=&efYd=20220218,공적자금관리특별법시행령
211645,현행,공적자금상환기금법,NaN,9396,20191126,16652,타법개정,1160100,금융위원회,법률,20191126,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=211645&type=HTML&mobileYn=&efYd=20191126,공적자금상환기금법
240619,현행,공적자금상환기금법 시행령,NaN,9534,20220217,32449,타법개정,1160100,금융위원회,대통령령,20220218,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=240619&type=HTML&mobileYn=&efYd=20220218,공적자금상환기금법시행령
121124,현행,공정거래위원회 소관 비영리법인의 설립 및 감독에 관한 규칙,NaN,6354,20120104,968,일부개정,1130000,공정거래위원회,총리령,20120104,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=121124&type=HTML&mobileYn=&efYd=20120104,공정거래위원회소관비영리법인의설립및감독에관한규칙
242347,현행,공정거래위원회와 그 소속기관 직제,NaN,2370,20220509,32629,타법개정,1130000 1741000,"공정거래위원회,행정안전부",대통령령,20220509,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=242347&type=HTML&mobileYn=&efYd=20220509,공정거래위원회와그소속기관직제
241395,현행,공정거래위원회와 그 소속기관 직제 시행규칙,NaN,6355,20220315,1801,일부개정,1130000,공정거래위원회,총리령,20220315,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241395&type=HTML&mobileYn=&efYd=20220315,공정거래위원회와그소속기관직제시행규칙
215975,현행,공중 등 협박목적 및 대량살상무기확산을 위한 자금조달행위의 금지에 관한 법률,테러자금금지법,10588,20200324,17113,타법개정,1160100,금융위원회,법률,20210325,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=215975&type=HTML&mobileYn=&efYd=20210325,공중등협박목적및대량살상무기확산을위한자금조달행위의금지에관한법률
158177,현행,공중 등 협박목적을 위한 자금조달행위의 금지에 관한 법률 시행령,테러자금금지법시행령,10864,20140806,25532,타법개정,1160100,금융위원회,대통령령,20140807,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=158177&type=HTML&mobileYn=&efYd=20140807,공중등협박목적을위한자금조달행위의금지에관한법률시행령
214129,현행,공중방역수의사에 관한 법률,공중방역수의사법,10179,20200211,16962,일부개정,1543000,농림축산식품부,법률,20200211,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=214129&type=HTML&mobileYn=&efYd=20200211,공중방역수의사에관한법률
192781,현행,공중방역수의사에 관한 법률 시행령,공중방역수의사법시행령,10276,20170327,27960,타법개정,1543000,농림축산식품부,대통령령,20170330,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=192781&type=HTML&mobileYn=&efYd=20170330,공중방역수의사에관한법률시행령
235953,현행,공중방역수의사에 관한 법률 시행규칙,공중방역수의사법시행규칙,10275,20211008,495,타법개정,1543000,농림축산식품부,농림축산식품부령,20211008,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=235953&type=HTML&mobileYn=&efYd=20211008,공중방역수의사에관한법률시행규칙
230089,현행,공중보건 위기대응 의료제품의 개발 촉진 및 긴급 공급을 위한 특별법,NaN,14033,20210309,17922,제정,1471000,식품의약품안전처,법률,20210309,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=230089&type=HTML&mobileYn=&efYd=20210309,공중보건위기대응의료제품의개발촉진및긴급공급을위한특별법
235205,현행,공중보건 위기대응 의료제품의 개발 촉진 및 긴급 공급을 위한 특별법 시행령,NaN,14142,20210907,31974,제정,1471000,식품의약품안전처,대통령령,20210907,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=235205&type=HTML&mobileYn=&efYd=20210907,공중보건위기대응의료제품의개발촉진및긴급공급을위한특별법시행령
236927,현행,공중보건 위기대응 의료제품의 개발 촉진 및 긴급 공급을 위한 특별법 시행규칙,NaN,14187,20211123,1753,제정,1471000,식품의약품안전처,총리령,20211123,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=236927&type=HTML&mobileYn=&efYd=20211123,공중보건위기대응의료제품의개발촉진및긴급공급을위한특별법시행규칙
129332,현행,공중보건장학을 위한 특례법,공중보건장학법,216,20121022,11509,일부개정,1352000,보건복지부,법률,20121022,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=129332&type=HTML&mobileYn=&efYd=20121022,공중보건장학을위한특례법
227233,현행,공중보건장학을 위한 특례법 시행령,공중보건장학법시행령,2372,20210105,31380,타법개정,1352000,보건복지부,대통령령,20210105,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=227233&type=HTML&mobileYn=&efYd=20210105,공중보건장학을위한특례법시행령
210600,현행,공중보건장학을 위한 특례법 시행규칙,공중보건장학법시행규칙,6357,20190927,672,타법개정,1352000,보건복지부,보건복지부령,20190927,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=210600&type=HTML&mobileYn=&efYd=20190927,공중보건장학을위한특례법시행규칙
217247,현행,공중위생관리법,NaN,1964,20200407,17195,일부개정,1352000,보건복지부,법률,20200708,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=217247&type=HTML&mobileYn=&efYd=20200708,공중위생관리법
218535,현행,공중위생관리법 시행령,NaN,2373,20200602,30744,일부개정,1352000,보건복지부,대통령령,20200604,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=218535&type=HTML&mobileYn=&efYd=20200604,공중위생관리법시행령
241605,현행,공중위생관리법 시행규칙,NaN,6358,20220330,876,타법개정,1352000,보건복지부,보건복지부령,20220330,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241605&type=HTML&mobileYn=&efYd=20220330,공중위생관리법시행규칙
224551,현행,공중화장실 등에 관한 법률,공중화장실법,9625,20201222,17691,일부개정,1741000,행정안전부,법률,20211223,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=224551&type=HTML&mobileYn=&efYd=20211223,공중화장실등에관한법률
227235,현행,공중화장실 등에 관한 법률 시행령,공중화장실법시행령,9739,20210105,31380,타법개정,1741000,행정안전부,대통령령,20210105,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=227235&type=HTML&mobileYn=&efYd=20210105,공중화장실등에관한법률시행령
237707,현행,공중화장실 등에 관한 법률 시행규칙,공중화장실법시행규칙,9738,20211210,764,일부개정,1741000,행정안전부,행정안전부령,20211223,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=237707&type=HTML&mobileYn=&efYd=20211223,공중화장실등에관한법률시행규칙
240209,현행,공증사무 이의신청사건의 처리에 관한 규칙,NaN,11156,20220207,1022,타법개정,1270000,법무부,법무부령,20220207,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=240209&type=HTML&mobileYn=&efYd=20220207,공증사무이의신청사건의처리에관한규칙
229213,현행,공증 서류의 보존에 관한 규칙,NaN,6363,20210201,1001,일부개정,1270000,법무부,법무부령,20210201,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=229213&type=HTML&mobileYn=&efYd=20210201,공증서류의보존에관한규칙
240211,현행,공증서식의 사용 등에 관한 규칙,NaN,6361,20220207,1022,타법개정,1270000,법무부,법무부령,20220207,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=240211&type=HTML&mobileYn=&efYd=20220207,공증서식의사용등에관한규칙
199495,현행,공증인법,NaN,1275,20171212,15150,일부개정,1270000,법무부,법률,20180620,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=199495&type=HTML&mobileYn=&efYd=20180620,공증인법
227237,현행,공증인법 시행령,NaN,2378,20210105,31380,타법개정,1270000,법무부,대통령령,20210105,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=227237&type=HTML&mobileYn=&efYd=20210105,공증인법시행령
102646,현행,공증인 수수료 규칙,NaN,6364,20100205,693,일부개정,1270000,법무부,법무부령,20100207,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=102646&type=HTML&mobileYn=&efYd=20100207,공증인수수료규칙
102647,현행,공증인의 정원 및 신원보증금에 관한 규칙,NaN,6365,20100205,694,일부개정,1270000,법무부,법무부령,20100207,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=102647&type=HTML&mobileYn=&efYd=20100207,공증인의정원및신원보증금에관한규칙
241851,현행,공직선거관리규칙,NaN,6033,20220420,549,일부개정,9760000,중앙선거관리위원회,선거관리위원회규칙,20220420,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241851&type=HTML&mobileYn=&efYd=20220420,공직선거관리규칙
241905,현행,공직선거법,NaN,1725,20220420,18841,일부개정,9760000,중앙선거관리위원회,법률,20220420,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241905&type=HTML&mobileYn=&efYd=20220420,공직선거법
236475,현행,공직선거후보자의 병역사항 신고 및 공개에 관한 규칙,NaN,6034,20211022,538,일부개정,9760000,중앙선거관리위원회,중앙선거관리위원회규칙,20211022,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=236475&type=HTML&mobileYn=&efYd=20211022,공직선거후보자의병역사항신고및공개에관한규칙
203507,현행,공직인사혁신위원회의 설치 및 운영에 관한 규정,NaN,12256,20180508,28879,일부개정,1760000,인사혁신처,대통령령,20180508,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=203507&type=HTML&mobileYn=&efYd=20180508,공직인사혁신위원회의설치및운영에관한규정
231321,현행,공직자 등의 병역사항 신고 및 공개에 관한 법률,병역공개법,1965,20210413,17994,일부개정,1290000 1300000,"국방부,병무청",법률,20211014,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=231321&type=HTML&mobileYn=&efYd=20211014,공직자등의병역사항신고및공개에관한법률
236055,현행,공직자 등의 병역사항 신고 및 공개에 관한 법률 시행령,병역공개법시행령,2383,20211014,32039,일부개정,1290000 1300000,"국방부,병무청",대통령령,20211014,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=236055&type=HTML&mobileYn=&efYd=20211014,공직자등의병역사항신고및공개에관한법률시행령
236537,현행,공직자 등의 병역사항 신고 및 공개에 관한 법률 시행규칙,병역공개법시행규칙,6366,20211025,1068,타법개정,1290000 1300000,"국방부,병무청",국방부령,20211025,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=236537&type=HTML&mobileYn=&efYd=20211025,공직자등의병역사항신고및공개에관한법률시행규칙
35378,현행,공직자등의병역사항신고및공개에관한법률시행에관한국회규칙,NaN,6003,19990930,105,제정,9700000,국회,국회규칙,19990930,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=35378&type=HTML&mobileYn=&efYd=19990930,공직자등의병역사항신고및공개에관한법률시행에관한국회규칙
230789,현행,공직자윤리법,NaN,1718,20210401,17989,일부개정,1760000,인사혁신처,법률,20211002,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=230789&type=HTML&mobileYn=&efYd=20211002,공직자윤리법
235529,현행,공직자윤리법 시행령,NaN,2384,20210924,32012,일부개정,1760000,인사혁신처,대통령령,20211002,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=235529&type=HTML&mobileYn=&efYd=20211002,공직자윤리법시행령
235853,현행,공직자윤리법 시행규칙,NaN,6367,20211001,1734,일부개정,1760000,인사혁신처,총리령,20211002,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=235853&type=HTML&mobileYn=&efYd=20211002,공직자윤리법시행규칙
238631,현행,공직자윤리법의 시행에 관한 국회규칙,NaN,6004,20211209,231,일부개정,9700000,국회,국회규칙,20211231,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=238631&type=HTML&mobileYn=&efYd=20211231,공직자윤리법의시행에관한국회규칙
232071,현행,공직자윤리법의 시행에 관한 대법원규칙,NaN,5710,20210430,2979,일부개정,9740000,대법원,대법원규칙,20210623,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=232071&type=HTML&mobileYn=&efYd=20210623,공직자윤리법의시행에관한대법원규칙
233349,현행,공직자윤리법의 시행에 관한 중앙선거관리위원회 규칙,NaN,6035,20210623,532,일부개정,9760000,중앙선거관리위원회,선거관리위원회규칙,20210623,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=233349&type=HTML&mobileYn=&efYd=20210623,공직자윤리법의시행에관한중앙선거관리위원회규칙
234605,현행,공직자윤리법의 시행에 관한 헌법재판소 규칙,NaN,6071,20210810,434,일부개정,9750000,헌법재판소,헌법재판소규칙,20210810,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=234605&type=HTML&mobileYn=&efYd=20210810,공직자윤리법의시행에관한헌법재판소규칙
232253,현행,공직자의 이해충돌 방지법,이해충돌방지법,14082,20210518,18191,제정,1140100,국민권익위원회,법률,20220519,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=232253&type=HTML&mobileYn=&efYd=20220519,공직자의이해충돌방지법
238655,현행,공직자의 이해충돌 방지법 시행령,이해충돌방지법시행령,14214,20211231,32308,제정,1140100,국민권익위원회,대통령령,20220519,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=238655&type=HTML&mobileYn=&efYd=20220519,공직자의이해충돌방지법시행령
242677,현행,공직자의 이해충돌 방지법의 시행에 관한 대법원규칙,NaN,14284,20220525,3052,제정,9740000,대법원,대법원규칙,20220525,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=242677&type=HTML&mobileYn=&efYd=20220525,공직자의이해충돌방지법의시행에관한대법원규칙
242807,현행,공직후보자 등에 관한 정보의 수집 및 관리에 관한 규정,NaN,10039,20220607,32685,일부개정,1760000,인사혁신처,대통령령,20220607,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=242807&type=HTML&mobileYn=&efYd=20220607,공직후보자등에관한정보의수집및관리에관한규정
232423,현행,공탁규칙,NaN,5713,20210527,2982,일부개정,9740000,대법원,대법원규칙,20210610,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=232423&type=HTML&mobileYn=&efYd=20210610,공탁규칙
215409,현행,공탁금관리위원회 규칙,NaN,10634,20200304,2887,일부개정,9740000,대법원,대법원규칙,20200304,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=215409&type=HTML&mobileYn=&efYd=20200304,공탁금관리위원회규칙
219869,현행,공탁금의 이자에 관한 규칙,NaN,5711,20200626,2907,일부개정,9740000,대법원,대법원규칙,20200701,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=219869&type=HTML&mobileYn=&efYd=20200701,공탁금의이자에관한규칙
238749,현행,공탁법,NaN,1212,20220104,18669,일부개정,1270000,법무부,법률,20220104,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=238749&type=HTML&mobileYn=&efYd=20220104,공탁법
232207,현행,공항소음 방지 및 소음대책지역 지원에 관한 법률,공항소음방지법,11171,20210518,18184,일부개정,1613000,국토교통부,법률,20211119,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=232207&type=HTML&mobileYn=&efYd=20211119,공항소음방지및소음대책지역지원에관한법률
239599,현행,공항소음 방지 및 소음대책지역 지원에 관한 법률 시행령,공항소음방지법시행령,11276,20220121,32352,타법개정,1613000,국토교통부,대통령령,20220121,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=239599&type=HTML&mobileYn=&efYd=20220121,공항소음방지및소음대책지역지원에관한법률시행령
241589,현행,공항소음 방지 및 소음대책지역 지원에 관한 법률 시행규칙,공항소음방지법시행규칙,11279,20220330,1118,타법개정,1613000,국토교통부,국토교통부령,20220330,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241589&type=HTML&mobileYn=&efYd=20220330,공항소음방지및소음대책지역지원에관한법률시행규칙
227239,현행,공항시설관리권등록령,NaN,2385,20210105,31380,타법개정,1613000,국토교통부,대통령령,20210105,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=227239&type=HTML&mobileYn=&efYd=20210105,공항시설관리권등록령
