법령일련번호,현행연혁코드,법령명한글,법령약칭명,법령ID,공포일자,공포번호,제개정구분명,소관부처코드,소관부처명,법령구분명,시행일자,자법타법여부,법령상세링크,공백제거법령명
232157,현행,10ㆍ27법난 피해자의 명예회복 등에 관한 법률,10ㆍ27법난법,10719,20210518,18146,일부개정,1371000,문화체육관광부,법률,20210518,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=232157&type=HTML&mobileYn=&efYd=20210518,10ㆍ27법난피해자의명예회복등에관한법률
235703,현행,10ㆍ27법난 피해자의 명예회복 등에 관한 법률 시행령,10ㆍ27법난법시행령,10831,20210929,32018,타법개정,1371000,문화체육관광부,대통령령,20210929,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=235703&type=HTML&mobileYn=&efYd=20210929,10ㆍ27법난피해자의명예회복등에관한법률시행령
236231,현행,119구조ㆍ구급에 관한 법률,119법,11349,20211019,18487,일부개정,1661000,소방청,법률,20220120,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=236231&type=HTML&mobileYn=&efYd=20220120,119구조ㆍ구급에관한법률
236155,현행,119구조ㆍ구급에 관한 법률 시행령,119법시행령,11452,20211019,32070,일부개정,1661000,소방청,대통령령,20220106,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=236155&type=HTML&mobileYn=&efYd=20220106,119구조ㆍ구급에관한법률시행령
241659,현행,119구조ㆍ구급에 관한 법률 시행규칙,119법시행규칙,11457,20220330,324,타법개정,1661000,소방청,행정안전부령,20220330,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241659&type=HTML&mobileYn=&efYd=20220330,119구조ㆍ구급에관한법률시행규칙
24144,현행,1945년이후종전의규정에의한학교졸업자자격인정령,NaN,4546,19691204,4401,전부개정,1342000,교육부,대통령령,19691204,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=24144&type=HTML&mobileYn=&efYd=19691204,1945년이후종전의규정에의한학교졸업자자격인정령
206017,현행,1959년 12월 31일 이전에 퇴직한 군인의 퇴직급여금지급에 관한 특별법,1959이전군퇴직금법,9678,20181224,16029,일부개정,1290000,국방부,법률,20190625,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=206017&type=HTML&mobileYn=&efYd=20190625,1959년12월31일이전에퇴직한군인의퇴직급여금지급에관한특별법
208133,현행,1959년 12월 31일 이전에 퇴직한 군인의 퇴직급여금지급에 관한 특별법 시행령,1959이전군퇴직금법시행령,9990,20190325,29637,일부개정,1290000,국방부,대통령령,20190325,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=208133&type=HTML&mobileYn=&efYd=20190325,1959년12월31일이전에퇴직한군인의퇴직급여금지급에관한특별법시행령
3274,현행,1980년해직공무원의보상등에관한특별조치법,1980해직자보상법,1348,19890329,4101,제정,1760000,인사혁신처,법률,19890329,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=3274&type=HTML&mobileYn=&efYd=19890329,1980년해직공무원의보상등에관한특별조치법
204611,현행,1980년해직공무원의보상등에관한특별조치법시행령,1980해직자보상법시행령,4549,20180918,29181,타법개정,1760000,인사혁신처,대통령령,20180921,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=204611&type=HTML&mobileYn=&efYd=20180921,1980년해직공무원의보상등에관한특별조치법시행령
214477,현행,1인 창조기업 육성에 관한 법률,1인창조기업법,11370,20200218,17037,타법개정,1421000,중소벤처기업부,법률,20210219,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=214477&type=HTML&mobileYn=&efYd=20210219,1인창조기업육성에관한법률
230831,현행,1인 창조기업 육성에 관한 법률 시행령,1인창조기업법시행령,11474,20210406,31611,타법개정,1421000,중소벤처기업부,대통령령,20210408,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=230831&type=HTML&mobileYn=&efYd=20210408,1인창조기업육성에관한법률시행령
239339,현행,2018 평창 동계올림픽대회 및 동계패럴림픽대회 지원 등에 관한 특별법,평창올림픽법,11532,20220111,18750,타법개정,1371000,문화체육관광부,법률,20220111,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=239339&type=HTML&mobileYn=&efYd=20220111,2018평창동계올림픽대회및동계패럴림픽대회지원등에관한특별법
239581,현행,2018 평창 동계올림픽대회 및 동계패럴림픽대회 지원 등에 관한 특별법 시행령,평창올림픽법시행령,11679,20220121,32352,타법개정,1371000,문화체육관광부,대통령령,20220121,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=239581&type=HTML&mobileYn=&efYd=20220121,2018평창동계올림픽대회및동계패럴림픽대회지원등에관한특별법시행령
205822,현행,2023 새만금 세계스카우트잼버리 지원 특별법,새만금세계잼버리법,13210,20181218,15984,제정,1383000,여성가족부,법률,20191219,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=205822&type=HTML&mobileYn=&efYd=20191219,2023새만금세계스카우트잼버리지원특별법
212307,현행,2023 새만금 세계스카우트잼버리 지원 특별법 시행령,새만금세계잼버리법시행령,13626,20191210,30241,제정,1383000,여성가족부,대통령령,20191219,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=212307&type=HTML&mobileYn=&efYd=20191219,2023새만금세계스카우트잼버리지원특별법시행령
234657,현행,2023 순천만국제정원박람회 지원 및 사후활용에 관한 특별법,순천만정원박람회법,14137,20210817,18399,제정,1400000,산림청,법률,20220218,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=234657&type=HTML&mobileYn=&efYd=20220218,2023순천만국제정원박람회지원및사후활용에관한특별법
240347,현행,2023 순천만국제정원박람회 지원 및 사후활용에 관한 특별법 시행령,순천만정원박람회법시행령,14243,20220215,32436,제정,1400000,산림청,대통령령,20220218,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=240347&type=HTML&mobileYn=&efYd=20220218,2023순천만국제정원박람회지원및사후활용에관한특별법시행령
231363,현행,30개월 이상 복무한 상등병 만기전역자의 특별진급을 위한 특별법,상등병전역자특별진급법,14061,20210413,17991,제정,1290000,국방부,법률,20211014,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=231363&type=HTML&mobileYn=&efYd=20211014,30개월이상복무한상등병만기전역자의특별진급을위한특별법
236011,현행,30개월 이상 복무한 상등병 만기전역자의 특별진급을 위한 특별법 시행령,상등병전역자특별진급법시행령,14165,20211014,32036,제정,1290000,국방부,대통령령,20211014,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=236011&type=HTML&mobileYn=&efYd=20211014,30개월이상복무한상등병만기전역자의특별진급을위한특별법시행령
233957,현행,3ㆍ15의거 참여자의 명예회복 등에 관한 법률,3ㆍ15의거법,14119,20210720,18301,제정,1741000,행정안전부,법률,20220121,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=233957&type=HTML&mobileYn=&efYd=20220121,3ㆍ15의거참여자의명예회복등에관한법률
239577,현행,3ㆍ15의거 참여자의 명예회복 등에 관한 법률 시행령,3ㆍ15의거법시행령,14229,20220121,32350,제정,1741000,행정안전부,대통령령,20220121,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=239577&type=HTML&mobileYn=&efYd=20220121,3ㆍ15의거참여자의명예회복등에관한법률시행령
162682,현행,4ㆍ16세월호참사 진상규명 및 안전사회 건설 등을 위한 특별법,세월호진상규명법,12159,20141119,12843,제정,1192000,해양수산부,법률,20150101,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=162682&type=HTML&mobileYn=&efYd=20150101,4ㆍ16세월호참사진상규명및안전사회건설등을위한특별법
195782,현행,4ㆍ16세월호참사 진상규명 및 안전사회 건설 등을 위한 특별법 시행령,세월호진상규명법시행령,12290,20170726,28211,타법개정,1192000,해양수산부,대통령령,20170726,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=195782&type=HTML&mobileYn=&efYd=20170726,4ㆍ16세월호참사진상규명및안전사회건설등을위한특별법시행령
220911,현행,4ㆍ16세월호참사 피해구제 및 지원 등을 위한 특별법,세월호피해지원법,12245,20200811,17472,타법개정,1092000 1192000,"국무조정실,해양수산부",법률,20200912,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=220911&type=HTML&mobileYn=&efYd=20200912,4ㆍ16세월호참사피해구제및지원등을위한특별법
227113,현행,4ㆍ16세월호참사 피해구제 및 지원 등을 위한 특별법 시행령,세월호피해지원법시행령,12272,20210105,31380,타법개정,1092000 1192000,"국무조정실,해양수산부",대통령령,20210105,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=227113&type=HTML&mobileYn=&efYd=20210105,4ㆍ16세월호참사피해구제및지원등을위한특별법시행령
228675,현행,4차산업혁명위원회의 설치 및 운영에 관한 규정,NaN,12976,20210112,31385,일부개정,1721000,과학기술정보통신부,대통령령,20210112,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=228675&type=HTML&mobileYn=&efYd=20210112,4차산업혁명위원회의설치및운영에관한규정
234839,현행,5ㆍ18민주유공자예우 및 단체설립에 관한 법률,5ㆍ18유공자법,9289,20210817,18439,일부개정,1180000,국가보훈처,법률,20220218,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=234839&type=HTML&mobileYn=&efYd=20220218,5ㆍ18민주유공자예우및단체설립에관한법률
242425,현행,5ㆍ18민주유공자예우 및 단체설립에 관한 법률 시행령,5ㆍ18유공자법시행령,9339,20220509,32645,일부개정,1180000,국가보훈처,대통령령,20220509,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=242425&type=HTML&mobileYn=&efYd=20220509,5ㆍ18민주유공자예우및단체설립에관한법률시행령
240891,현행,5ㆍ18민주유공자예우 및 단체설립에 관한 법률 시행규칙,5ㆍ18유공자법시행규칙,9381,20220218,1792,일부개정,1180000,국가보훈처,총리령,20220218,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=240891&type=HTML&mobileYn=&efYd=20220218,5ㆍ18민주유공자예우및단체설립에관한법률시행규칙
232623,현행,5ㆍ18민주화운동 관련자 보상 등에 관한 법률,5ㆍ18보상법,1234,20210608,18203,일부개정,1741000,행정안전부,법률,20211209,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=232623&type=HTML&mobileYn=&efYd=20211209,5ㆍ18민주화운동관련자보상등에관한법률
237341,현행,5ㆍ18민주화운동 관련자 보상 등에 관한 법률 시행령,5ㆍ18보상법시행령,2543,20211207,32181,일부개정,1741000,행정안전부,대통령령,20211209,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=237341&type=HTML&mobileYn=&efYd=20211209,5ㆍ18민주화운동관련자보상등에관한법률시행령
228079,현행,5ㆍ18민주화운동 등에 관한 특별법,5ㆍ18민주화운동법,1159,20210105,17823,일부개정,1270000 1290000,"국방부,법무부",법률,20210105,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=228079&type=HTML&mobileYn=&efYd=20210105,5ㆍ18민주화운동등에관한특별법
228259,현행,5ㆍ18민주화운동 진상규명을 위한 특별법,5ㆍ18진상규명법,13091,20210105,17886,일부개정,1075000,5.18민주화운동진상규명조사위원회,법률,20210206,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=228259&type=HTML&mobileYn=&efYd=20210206,5ㆍ18민주화운동진상규명을위한특별법
240731,현행,5ㆍ18민주화운동 진상규명을 위한 특별법 시행령,NaN,13166,20220222,32460,일부개정,1075000,5.18민주화운동진상규명조사위원회,대통령령,20220222,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=240731&type=HTML&mobileYn=&efYd=20220222,5ㆍ18민주화운동진상규명을위한특별법시행령
231365,현행,6ㆍ25 전사자유해의 발굴 등에 관한 법률,6ㆍ25전사자발굴법,10716,20210413,17992,일부개정,1290000,국방부,법률,20211014,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=231365&type=HTML&mobileYn=&efYd=20211014,6ㆍ25전사자유해의발굴등에관한법률
236057,현행,6ㆍ25 전사자유해의 발굴 등에 관한 법률 시행령,6ㆍ25전사자발굴법시행령,10791,20211014,32041,일부개정,1290000,국방부,대통령령,20211014,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=236057&type=HTML&mobileYn=&efYd=20211014,6ㆍ25전사자유해의발굴등에관한법률시행령
204768,현행,6ㆍ25전쟁 납북피해 진상규명 및 납북피해자 명예회복에 관한 법률,6ㆍ25납북자법,11176,20181016,15790,일부개정,1250000,통일부,법률,20181016,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=204768&type=HTML&mobileYn=&efYd=20181016,6ㆍ25전쟁납북피해진상규명및납북피해자명예회복에관한법률
195536,현행,6ㆍ25전쟁 납북피해 진상규명 및 납북피해자 명예회복에 관한 법률 시행령,6ㆍ25납북자법시행령,11285,20170726,28211,타법개정,1250000,통일부,대통령령,20170726,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=195536&type=HTML&mobileYn=&efYd=20170726,6ㆍ25전쟁납북피해진상규명및납북피해자명예회복에관한법률시행령
108667,현행,6ㆍ25전쟁 납북피해 진상규명 및 납북피해자 명예회복에 관한 법률에 의한 가족관계등록사무처리규칙,NaN,11302,20101104,2307,제정,9740000,대법원,대법원규칙,20101104,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=108667&type=HTML&mobileYn=&efYd=20101104,6ㆍ25전쟁납북피해진상규명및납북피해자명예회복에관한법률에의한가족관계등록사무처리규칙
238801,현행,6ㆍ25전쟁 무공훈장 수여 등에 관한 법률,6ㆍ25무공훈장법,13468,20220104,18679,일부개정,1290000,국방부,법률,20220104,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=238801&type=HTML&mobileYn=&efYd=20220104,6ㆍ25전쟁무공훈장수여등에관한법률
210003,현행,6ㆍ25전쟁 무공훈장 수여 등에 관한 법률 시행령,6ㆍ25무공훈장법시행령,13528,20190723,29993,제정,1290000,국방부,대통령령,20190724,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=210003&type=HTML&mobileYn=&efYd=20190724,6ㆍ25전쟁무공훈장수여등에관한법률시행령
231367,현행,6ㆍ25전쟁 전후 적 지역에서 활동한 비정규군 공로자 보상에 관한 법률,6ㆍ25비정규군보상법,14062,20210413,17993,제정,1290000,국방부,법률,20211014,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=231367&type=HTML&mobileYn=&efYd=20211014,6ㆍ25전쟁전후적지역에서활동한비정규군공로자보상에관한법률
236013,현행,6ㆍ25전쟁 전후 적 지역에서 활동한 비정규군 공로자 보상에 관한 법률 시행령,6ㆍ25비정규군보상법시행령,14166,20211014,32037,제정,1290000,국방부,대통령령,20211014,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=236013&type=HTML&mobileYn=&efYd=20211014,6ㆍ25전쟁전후적지역에서활동한비정규군공로자보상에관한법률시행령
235863,현행,6ㆍ25전쟁 정전60주년 기념 호국영웅기장 수여규칙,NaN,11890,20210927,1733,타법개정,1180000,국가보훈처,총리령,20210927,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=235863&type=HTML&mobileYn=&efYd=20210927,6ㆍ25전쟁정전60주년기념호국영웅기장수여규칙
230203,현행,가덕도신공항 건설을 위한 특별법,가덕도신공항법,14035,20210316,17938,제정,1613000,국토교통부,법률,20210917,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=230203&type=HTML&mobileYn=&efYd=20210917,가덕도신공항건설을위한특별법
235431,현행,가덕도신공항 건설을 위한 특별법 시행령,가덕도신공항법시행령,14145,20210914,31987,제정,1613000,국토교통부,대통령령,20210917,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=235431&type=HTML&mobileYn=&efYd=20210917,가덕도신공항건설을위한특별법시행령
235695,현행,가덕도신공항 건설을 위한 특별법 시행규칙,가덕도신공항법시행규칙,14155,20210917,886,제정,1613000,국토교통부,국토교통부령,20210917,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=235695&type=HTML&mobileYn=&efYd=20210917,가덕도신공항건설을위한특별법시행규칙
188538,현행,가등기담보 등에 관한 법률,가등기담보법,1257,20161227,14474,타법개정,1270000,법무부,법률,20170328,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=188538&type=HTML&mobileYn=&efYd=20170328,가등기담보등에관한법률
224975,현행,가맹사업거래의 공정화에 관한 법률,체인점 가맹사업법,9367,20201229,17799,타법개정,1130000,공정거래위원회,법률,20211230,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=224975&type=HTML&mobileYn=&efYd=20211230,가맹사업거래의공정화에관한법률
236795,현행,가맹사업거래의 공정화에 관한 법률 시행령,체인점 가맹사업법시행령,9369,20211119,32133,일부개정,1130000,공정거래위원회,대통령령,20220520,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=236795&type=HTML&mobileYn=&efYd=20220520,가맹사업거래의공정화에관한법률시행령
232893,현행,가맹사업 진흥에 관한 법률,체인점 가맹사업진흥법,10593,20210615,18267,일부개정,1450000,산업통상자원부,법률,20211216,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=232893&type=HTML&mobileYn=&efYd=20211216,가맹사업진흥에관한법률
208610,현행,가맹사업 진흥에 관한 법률 시행령,체인점 가맹사업진흥법시행령,10786,20190430,29721,일부개정,1450000,산업통상자원부,대통령령,20190430,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=208610&type=HTML&mobileYn=&efYd=20190430,가맹사업진흥에관한법률시행령
210085,현행,가사소송규칙,NaN,5694,20190802,2856,일부개정,9740000,대법원,대법원규칙,20190802,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=210085&type=HTML&mobileYn=&efYd=20190802,가사소송규칙
228887,현행,가사소송법,NaN,1206,20210126,17905,타법개정,1270000,법무부,법률,20210126,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=228887&type=HTML&mobileYn=&efYd=20210126,가사소송법
181255,현행,가사소송수수료규칙,NaN,5695,20160219,2639,일부개정,9740000,대법원,대법원규칙,20160701,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=181255&type=HTML&mobileYn=&efYd=20160701,가사소송수수료규칙
193683,현행,가석방자관리규정,NaN,2049,20170508,28016,일부개정,1270000,법무부,대통령령,20170508,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=193683&type=HTML&mobileYn=&efYd=20170508,가석방자관리규정
215909,현행,가습기살균제 피해구제를 위한 특별법,가습기살균제피해구제법,12804,20200324,17102,일부개정,1480000,환경부,법률,20200925,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=215909&type=HTML&mobileYn=&efYd=20200925,가습기살균제피해구제를위한특별법
229487,현행,가습기살균제 피해구제를 위한 특별법 시행령,NaN,12969,20210217,31453,타법개정,1480000,환경부,대통령령,20210217,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=229487&type=HTML&mobileYn=&efYd=20210217,가습기살균제피해구제를위한특별법시행령
221925,현행,가습기살균제 피해구제를 위한 특별법 시행규칙,NaN,12971,20200925,882,일부개정,1480000,환경부,환경부령,20200925,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=221925&type=HTML&mobileYn=&efYd=20200925,가습기살균제피해구제를위한특별법시행규칙
241059,현행,가정보호심판규칙,NaN,5698,20220225,3038,일부개정,9740000,대법원,대법원규칙,20220225,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241059&type=HTML&mobileYn=&efYd=20220225,가정보호심판규칙
219133,현행,가정폭력방지 및 피해자보호 등에 관한 법률,가정폭력방지법,182,20200609,17437,일부개정,1383000,여성가족부,법률,20200609,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=219133&type=HTML&mobileYn=&efYd=20200609,가정폭력방지및피해자보호등에관한법률
190383,현행,가정폭력방지 및 피해자보호 등에 관한 법률 시행령,가정폭력방지법시행령,2053,20161230,27751,타법개정,1383000,여성가족부,대통령령,20170101,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=190383&type=HTML&mobileYn=&efYd=20170101,가정폭력방지및피해자보호등에관한법률시행령
231097,현행,가정폭력방지 및 피해자보호 등에 관한 법률 시행규칙,가정폭력방지법시행규칙,6120,20210402,163,타법개정,1383000,여성가족부,여성가족부령,20210402,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=231097&type=HTML&mobileYn=&efYd=20210402,가정폭력방지및피해자보호등에관한법률시행규칙
222419,현행,가정폭력범죄의 처벌 등에 관한 특례법,가정폭력처벌법,1132,20201020,17499,일부개정,1270000,법무부,법률,20210121,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=222419&type=HTML&mobileYn=&efYd=20210121,가정폭력범죄의처벌등에관한특례법
172201,현행,가정폭력범죄의 처벌 등에 관한 특례법 시행령,가정폭력처벌법시행령,12308,20150622,26325,제정,1270000,법무부,대통령령,20160101,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=172201&type=HTML&mobileYn=&efYd=20160101,가정폭력범죄의처벌등에관한특례법시행령
242041,현행,가족관계의 등록 등에 관한 규칙,NaN,10569,20220429,3048,일부개정,9740000,대법원,대법원규칙,20220501,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=242041&type=HTML&mobileYn=&efYd=20220501,가족관계의등록등에관한규칙
238211,현행,가족관계의 등록 등에 관한 법률,가족관계등록법,10444,20211228,18651,일부개정,1270000,법무부,법률,20220101,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=238211&type=HTML&mobileYn=&efYd=20220101,가족관계의등록등에관한법률
219135,현행,가족친화 사회환경의 조성 촉진에 관한 법률,가족친화법,10583,20200609,17438,일부개정,1383000,여성가족부,법률,20201210,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=219135&type=HTML&mobileYn=&efYd=20201210,가족친화사회환경의조성촉진에관한법률
220557,현행,가족친화 사회환경의 조성 촉진에 관한 법률 시행령,가족친화법시행령,10770,20200804,30895,타법개정,1383000,여성가족부,대통령령,20200805,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=220557&type=HTML&mobileYn=&efYd=20200805,가족친화사회환경의조성촉진에관한법률시행령
176054,현행,가족친화 사회환경의 조성 촉진에 관한 법률 시행규칙,가족친화법시행규칙,10774,20151104,80,일부개정,1383000,여성가족부,여성가족부령,20151104,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=176054&type=HTML&mobileYn=&efYd=20151104,가족친화사회환경의조성촉진에관한법률시행규칙
218171,현행,가축 및 축산물 이력관리에 관한 법률,축산물이력법,10599,20200526,17324,타법개정,1543000,농림축산식품부,법률,20201127,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=218171&type=HTML&mobileYn=&efYd=20201127,가축및축산물이력관리에관한법률
212349,현행,가축 및 축산물 이력관리에 관한 법률 시행령,축산물이력법시행령,10875,20191217,30247,일부개정,1543000,농림축산식품부,대통령령,20200101,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=212349&type=HTML&mobileYn=&efYd=20200101,가축및축산물이력관리에관한법률시행령
239955,현행,가축 및 축산물 이력관리에 관한 법률 시행규칙,축산물이력법시행규칙,10884,20220125,517,일부개정,1543000,농림축산식품부,농림축산식품부령,20220125,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=239955&type=HTML&mobileYn=&efYd=20220125,가축및축산물이력관리에관한법률시행규칙
231457,현행,가축분뇨의 관리 및 이용에 관한 법률,가축분뇨법,10297,20210413,18027,일부개정,1480000,환경부,법률,20220414,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=231457&type=HTML&mobileYn=&efYd=20220414,가축분뇨의관리및이용에관한법률
241653,현행,가축분뇨의 관리 및 이용에 관한 법률 시행령,가축분뇨법시행령,10527,20220412,32572,일부개정,1480000,환경부,대통령령,20220414,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241653&type=HTML&mobileYn=&efYd=20220414,가축분뇨의관리및이용에관한법률시행령
241875,현행,가축분뇨의 관리 및 이용에 관한 법률 시행규칙,가축분뇨법시행규칙,10532,20220414,982,일부개정,1480000,환경부,환경부령,20220414,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241875&type=HTML&mobileYn=&efYd=20220414,가축분뇨의관리및이용에관한법률시행규칙
210393,현행,가축분뇨의 자원화 및 이용 촉진에 관한 규칙,NaN,10566,20190826,391,타법개정,1543000,농림축산식품부,농림축산식품부령,20190826,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=210393&type=HTML&mobileYn=&efYd=20190826,가축분뇨의자원화및이용촉진에관한규칙
236951,현행,가축전염병 예방법,NaN,1504,20211130,18524,일부개정,1543000,농림축산식품부,법률,20211130,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=236951&type=HTML&mobileYn=&efYd=20211130,가축전염병예방법
235885,현행,가축전염병 예방법 시행령,NaN,2058,20211005,32023,일부개정,1543000,농림축산식품부,대통령령,20211014,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=235885&type=HTML&mobileYn=&efYd=20211014,가축전염병예방법시행령
236323,현행,가축전염병 예방법 시행규칙,NaN,6128,20211014,498,일부개정,1543000,농림축산식품부,농림축산식품부령,20211014,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=236323&type=HTML&mobileYn=&efYd=20211014,가축전염병예방법시행규칙
241071,현행,각급 법원에 배치할 판사의 수에 관한 규칙,NaN,5699,20220225,3045,일부개정,9740000,대법원,대법원규칙,20220225,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=241071&type=HTML&mobileYn=&efYd=20220225,각급법원에배치할판사의수에관한규칙
151985,현행,각급 법원의 설치와 관할구역에 관한 법률,법원설치법,1709,20140318,12419,일부개정,9740000,대법원,법률,20190301,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=151985&type=HTML&mobileYn=&efYd=20190301,각급법원의설치와관할구역에관한법률
166366,현행,각급 법원 판사 정원법,판사정원법,1300,20141231,12951,일부개정,9740000,대법원,법률,20141231,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=166366&type=HTML&mobileYn=&efYd=20141231,각급법원판사정원법
35917,현행,각급선거관리위원회회의규칙,NaN,6032,19820122,52,전부개정,9760000,중앙선거관리위원회,중앙선거관리위원회규칙,19820122,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=35917&type=HTML&mobileYn=&efYd=19820122,각급선거관리위원회회의규칙
214023,현행,각병과사병의군사경찰직무보조에관한규정,NaN,2061,20200204,30384,타법개정,1290000,국방부,대통령령,20200204,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=214023&type=HTML&mobileYn=&efYd=20200204,각병과사병의군사경찰직무보조에관한규정
224113,현행,각종 기념일 등에 관한 규정,기념일규정,2065,20201215,31264,일부개정,1741000,행정안전부,대통령령,20201215,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=224113&type=HTML&mobileYn=&efYd=20201215,각종기념일등에관한규정
52364,현행,각종분쟁조정위원회등의조정조서등에대한집행문부여에관한규칙,NaN,5701,20020628,1768,일부개정,9740000,대법원,대법원규칙,20020701,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=52364&type=HTML&mobileYn=&efYd=20020701,각종분쟁조정위원회등의조정조서등에대한집행문부여에관한규칙
228491,현행,간선급행버스체계의 건설 및 운영에 관한 특별법,간선급행버스법,12071,20210112,17893,타법개정,1613000,국토교통부,법률,20220113,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=228491&type=HTML&mobileYn=&efYd=20220113,간선급행버스체계의건설및운영에관한특별법
231641,현행,간선급행버스체계의 건설 및 운영에 관한 특별법 시행령,간선급행버스법시행령,12179,20210420,31638,일부개정,1613000,국토교통부,대통령령,20210421,NaN,/DRF/lawService.do?OC=ngho1202&target=law&MST=231641&type=HTML&mobileYn=&efYd=20210421,간선급행버스체계의건설및운영에관한특별법시행령
